node1,node2
MH_Osmanabad,KA_Bidar
MH_Osmanabad,MH_Beed
MH_Osmanabad,KA_Kalaburagi
MH_Osmanabad,MH_Latur
MH_Satara,MH_Raigad
MH_Satara,MH_Sangli
MH_Satara,MH_Ratnagiri
MH_Raigad,MH_Ratnagiri
MH_Ratnagiri,MH_Kolhapur
MH_Ratnagiri,MH_Sindhudurg
MH_Ratnagiri,MH_Sangli
MH_Sangli,KA_Vijayapura
MH_Sangli,MH_Kolhapur
MH_Sangli,KA_Belagavi
MH_Kolhapur,MH_Sindhudurg
MH_Kolhapur,KA_Belagavi
MH_Sindhudurg,KA_Belagavi
MH_Sindhudurg,GA_Goa
MH_Chandrapur,MH_Wardha
MH_Chandrapur,MH_Yavatmal
MH_Chandrapur,TG_Telangana
MH_Wardha,MH_Yavatmal
MH_Yavatmal,MH_Hingoli
MH_Yavatmal,MH_Nanded
MH_Yavatmal,MH_Washim
MH_Yavatmal,TG_Telangana
MH_Washim,MH_Hingoli
MH_Washim,MH_Akola
MH_Washim,MH_Buldhana
MH_Washim,MH_Parbhani
MH_Nanded,MH_Hingoli
MH_Nanded,MH_Parbhani
MH_Nanded,MH_Latur
MH_Nanded,KA_Bidar
MH_Nanded,TG_Telangana
MH_Hingoli,MH_Parbhani
MH_Akola,MH_Buldhana
MH_Parbhani,MH_Buldhana
MH_Parbhani,MH_Latur
MH_Parbhani,MH_Beed
MH_Parbhani,MH_Jalna
MH_Buldhana,MH_Jalna
MH_Latur,KA_Bidar
MH_Latur,MH_Beed
KA_Bidar,KA_Kalaburagi
KA_Bidar,TG_Telangana
MH_Jalna,MH_Beed
KA_Kalaburagi,KA_Yadgir
KA_Kalaburagi,KA_Vijayapura
KA_Kalaburagi,TG_Telangana
KA_Uttara Kannada,KA_Dharwad
KA_Uttara Kannada,KA_Udupi
KA_Uttara Kannada,KA_Shivamogga
KA_Uttara Kannada,KA_Belagavi
KA_Uttara Kannada,KA_Haveri
KA_Uttara Kannada,GA_Goa
KL_Kozhikode,KL_Kannur
KL_Kozhikode,PY_Mahe
KL_Kannur,KA_Kodagu
KL_Kannur,PY_Mahe
KL_Kannur,KL_Kasaragod
KA_Mysuru,KA_Kodagu
KA_Mysuru,KA_Mandya
KA_Mysuru,KA_Hassan
KA_Kodagu,KL_Kasaragod
KA_Kodagu,KA_Dakshina Kannada
KA_Kodagu,KA_Hassan
KL_Kasaragod,KA_Dakshina Kannada
KA_Dakshina Kannada,KA_Chikkamagaluru
KA_Dakshina Kannada,KA_Udupi
KA_Dakshina Kannada,KA_Hassan
KA_Mandya,KA_Ramanagara
KA_Mandya,KA_Tumakuru
KA_Mandya,KA_Hassan
KA_Ramanagara,KA_Bengaluru Urban
KA_Ramanagara,KA_Tumakuru
KA_Ramanagara,KA_Bengaluru Rural
KA_Hassan,KA_Chikkamagaluru
KA_Hassan,KA_Tumakuru
KA_Udupi,KA_Chikkamagaluru
KA_Udupi,KA_Shivamogga
KA_Chikkamagaluru,KA_Shivamogga
KA_Chikkamagaluru,KA_Tumakuru
KA_Chikkamagaluru,KA_Davanagere
KA_Chikkamagaluru,KA_Chitradurga
KA_Shivamogga,KA_Haveri
KA_Shivamogga,KA_Davanagere
KA_Bengaluru Rural,KA_Bengaluru Urban
KA_Bengaluru Rural,KA_Kolar
KA_Bengaluru Rural,KA_Tumakuru
KA_Bengaluru Rural,KA_Chikkaballapura
KA_Kolar,KA_Chikkaballapura
KA_Tumakuru,KA_Chikkaballapura
KA_Tumakuru,AP_Anantapur
KA_Tumakuru,KA_Chitradurga
KA_Chikkaballapura,AP_Anantapur
KA_Chitradurga,KA_Ballari
KA_Chitradurga,KA_Davanagere
KA_Chitradurga,AP_Anantapur
KA_Davanagere,KA_Ballari
KA_Davanagere,KA_Haveri
KA_Ballari,KA_Raichur
KA_Ballari,KA_Gadag
KA_Ballari,AP_Kurnool
KA_Ballari,KA_Koppal
KA_Ballari,KA_Haveri
KA_Ballari,AP_Anantapur
AP_Anantapur,AP_Kurnool
AP_Anantapur,AP_Y.S.R. Kadapa
KA_Bagalkote,KA_Vijayapura
KA_Bagalkote,KA_Gadag
KA_Bagalkote,KA_Raichur
KA_Bagalkote,KA_Koppal
KA_Bagalkote,KA_Belagavi
KA_Dharwad,KA_Gadag
KA_Dharwad,KA_Haveri
KA_Dharwad,KA_Belagavi
KA_Gadag,KA_Haveri
KA_Gadag,KA_Koppal
KA_Gadag,KA_Belagavi
KA_Koppal,KA_Raichur
KA_Raichur,KA_Yadgir
KA_Raichur,AP_Kurnool
KA_Raichur,KA_Vijayapura
KA_Raichur,TG_Telangana
KA_Yadgir,KA_Vijayapura
KA_Yadgir,TG_Telangana
AP_Kurnool,AP_Prakasam
AP_Kurnool,AP_Y.S.R. Kadapa
AP_Kurnool,TG_Telangana
AP_West Godavari,AP_Krishna
AP_West Godavari,TG_Telangana
AP_Krishna,AP_Guntur
AP_Krishna,TG_Telangana
AP_Guntur,AP_Prakasam
AP_Guntur,TG_Telangana
AP_Prakasam,AP_S.P.S. Nellore
AP_Prakasam,AP_Y.S.R. Kadapa
AP_Prakasam,TG_Telangana
ML_West Garo Hills,ML_South Garo Hills
ML_West Garo Hills,ML_South West Garo Hills
ML_West Garo Hills,ML_East Garo Hills
NL_Dimapur,NL_Kohima
NL_Dimapur,NL_Peren
NL_Peren,NL_Kohima
ML_West Jaintia Hills,ML_East Khasi Hills
ML_West Jaintia Hills,ML_East Jaintia Hills
MZ_Aizawl,MZ_Mamit
MZ_Aizawl,MZ_Kolasib
MZ_Aizawl,MZ_Champhai
MZ_Aizawl,MZ_Lunglei
MZ_Aizawl,MZ_Serchhip
MZ_Kolasib,MZ_Mamit
MZ_Mamit,MZ_Lunglei
MZ_Mamit,TR_North Tripura
TR_North Tripura,TR_Dhalai
TR_North Tripura,TR_Unokoti
AR_West Kameng,AR_Pakke Kessang
AR_West Kameng,AR_Tawang
AR_West Kameng,AR_East Kameng
AR_Pakke Kessang,AR_Papum Pare
AR_Pakke Kessang,AR_East Kameng
NL_Kohima,NL_Wokha
NL_Kohima,NL_Phek
NL_Kohima,NL_Zunheboto
NL_Wokha,NL_Mokokchung
NL_Wokha,NL_Zunheboto
NL_Mokokchung,NL_Longleng
NL_Mokokchung,NL_Tuensang
NL_Mokokchung,NL_Zunheboto
AS_Dibrugarh,AR_Longding
AS_Dibrugarh,AR_Tirap
AR_Papum Pare,AR_Kurung Kumey
AR_Papum Pare,AR_Kamle
AR_Papum Pare,AR_Kra Daadi
AR_Papum Pare,AR_Lower Subansiri
AR_Papum Pare,AR_East Kameng
AR_Kamle,AR_Kra Daadi
AR_Kamle,AR_Lower Subansiri
AR_Kamle,AR_Upper Subansiri
AR_Kamle,AR_Lower Siang
AR_East Siang,AR_Upper Siang
AR_East Siang,AR_Lower Siang
AR_East Siang,AR_Siang
AR_East Siang,AR_Lower Dibang Valley
AR_Lower Dibang Valley,AR_Upper Siang
AR_Lower Dibang Valley,AR_Upper Dibang Valley
AR_Lower Dibang Valley,AR_Lohit
AR_Lower Siang,AR_West Siang
AR_Lower Siang,AR_Lepa Rada
AR_Lower Siang,AR_Siang
AR_Lower Siang,AR_Upper Subansiri
AR_Changlang,AR_Anjaw
AR_Changlang,AR_Lohit
AR_Changlang,AR_Tirap
AR_Changlang,AR_Namsai
AR_Lohit,AR_Anjaw
AR_Lohit,AR_Namsai
AR_Tirap,AR_Longding
AR_Longding,NL_Mon
NL_Mon,NL_Longleng
NL_Mon,NL_Tuensang
NL_Longleng,NL_Tuensang
TR_Dhalai,TR_Unokoti
TR_Dhalai,TR_Khowai
TR_Dhalai,TR_Gomati
TR_Gomati,TR_South Tripura
TR_Gomati,TR_Khowai
TR_Gomati,TR_Sipahijala
TR_Khowai,TR_West Tripura
TR_Khowai,TR_Sipahijala
TR_West Tripura,TR_Sipahijala
TR_Sipahijala,TR_South Tripura
AR_East Kameng,AR_Tawang
AR_East Kameng,AR_Kurung Kumey
AR_Kurung Kumey,AR_Kra Daadi
AR_Kurung Kumey,AR_Upper Subansiri
AR_Lower Subansiri,AR_Kra Daadi
AR_Kra Daadi,AR_Upper Subansiri
AR_Upper Subansiri,AR_Lepa Rada
AR_Upper Subansiri,AR_Shi Yomi
AR_Upper Subansiri,AR_West Siang
AR_West Siang,AR_Lepa Rada
AR_West Siang,AR_Shi Yomi
AR_West Siang,AR_Siang
AR_Shi Yomi,AR_Upper Siang
AR_Shi Yomi,AR_Siang
AR_Siang,AR_Upper Siang
AR_Upper Siang,AR_Upper Dibang Valley
ML_East Garo Hills,ML_South Garo Hills
ML_South Garo Hills,ML_South West Khasi Hills
ML_South West Khasi Hills,ML_East Khasi Hills
NL_Phek,NL_Kiphire
NL_Phek,NL_Zunheboto
NL_Zunheboto,NL_Kiphire
NL_Zunheboto,NL_Tuensang
NL_Kiphire,NL_Tuensang
MZ_Lawngtlai,MZ_Lunglei
MZ_Lawngtlai,MZ_Saiha
MZ_Lunglei,MZ_Serchhip
MZ_Serchhip,MZ_Champhai
WB_South 24 Parganas,WB_Kolkata
GJ_Gir Somnath,DN_Diu
KA_Vijayapura,KA_Belagavi
KA_Belagavi,GA_Goa
